course_id,major_group,total_enrollments,most_common_grade,most_common_level,most_common_term,timing,timing_grade
BMS-260,Health Promotion,2,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
BMS-260,Microbiology and Infectious Disease,3,A-,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A-
BMS-260,Other,3,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
BMS-296,Anatomy and Physiology,67,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
BMS-296,Exercise Science,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
BMS-296,Microbiology and Infectious Disease,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
BMS-300,Anatomy and Physiology,358,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-300,Behavioral and Cognitive Neuroscience,82,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
BMS-300,Cell and Molecular Neuroscience,42,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BMS-300,Environmental and Public Health,30,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
BMS-300,Exercise Science,432,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-300,Health Promotion,92,C,Junior,Spring,Junior (Spring),Junior (Spring) | C
BMS-300,Microbiology and Infectious Disease,89,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-300,Neuroscience,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BMS-300,Other,20,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
BMS-301,Anatomy and Physiology,145,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-301,Behavioral and Cognitive Neuroscience,7,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-301,Cell and Molecular Neuroscience,4,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-301,Environmental and Public Health,2,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-301,Exercise Science,147,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-301,Health Promotion,21,D,Senior,Fall,Senior (Fall),Senior (Fall) | D
BMS-301,Microbiology and Infectious Disease,8,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-301,Other,4,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-302,Anatomy and Physiology,255,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-302,Behavioral and Cognitive Neuroscience,14,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-302,Cell and Molecular Neuroscience,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-302,Environmental and Public Health,1,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
BMS-302,Exercise Science,344,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
BMS-302,Health Promotion,38,C,Junior,Spring,Junior (Spring),Junior (Spring) | C
BMS-302,Microbiology and Infectious Disease,10,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-302,Other,9,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
BMS-304,Anatomy and Physiology,13,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-305,Anatomy and Physiology,25,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-305,Behavioral and Cognitive Neuroscience,1,W,Junior,Spring,Junior (Spring),Junior (Spring) | W
BMS-305,Microbiology and Infectious Disease,5,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-320,Exercise Science,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
BMS-325,Anatomy and Physiology,36,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-325,Behavioral and Cognitive Neuroscience,36,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-325,Cell and Molecular Neuroscience,22,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-325,Exercise Science,11,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-325,Other,2,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
BMS-330,Anatomy and Physiology,8,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-330,Exercise Science,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-345,Anatomy and Physiology,22,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-345,Behavioral and Cognitive Neuroscience,31,C,Senior,Fall,Senior (Fall),Senior (Fall) | C
BMS-345,Cell and Molecular Neuroscience,26,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-345,Health Promotion,1,W,Junior,Fall,Junior (Fall),Junior (Fall) | W
BMS-345,Microbiology and Infectious Disease,1,W,Senior,Fall,Senior (Fall),Senior (Fall) | W
BMS-345,Other,2,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
BMS-384,Anatomy and Physiology,69,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-384,Behavioral and Cognitive Neuroscience,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BMS-384,Cell and Molecular Neuroscience,5,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-384,Exercise Science,4,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-384,Health Promotion,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
BMS-384,Microbiology and Infectious Disease,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-400,Anatomy and Physiology,8,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-405,Anatomy and Physiology,4,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-405,Behavioral and Cognitive Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-405,Cell and Molecular Neuroscience,1,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
BMS-405,Exercise Science,1,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
BMS-409,Anatomy and Physiology,23,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-409,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-409,Cell and Molecular Neuroscience,1,C,Senior,Fall,Senior (Fall),Senior (Fall) | C
BMS-420,Anatomy and Physiology,91,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-420,Exercise Science,10,B+,Senior,Fall,Senior (Fall),Senior (Fall) | B+
BMS-420,Microbiology and Infectious Disease,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-421,Anatomy and Physiology,64,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-421,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-425,Cell and Molecular Neuroscience,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-430,Anatomy and Physiology,42,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-430,Cell and Molecular Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-430,Exercise Science,7,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-450,Anatomy and Physiology,47,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-460,Anatomy and Physiology,56,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-461,Anatomy and Physiology,43,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-487,Anatomy and Physiology,1,I,Junior,Fall,Junior (Fall),Junior (Fall) | I
BMS-495,Anatomy and Physiology,3,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-496A,Anatomy and Physiology,24,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-496A,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-496A,Cell and Molecular Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-496A,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-496A,Health Promotion,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BMS-496B,Anatomy and Physiology,10,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
BMS-496B,Microbiology and Infectious Disease,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
BMS-496C,Anatomy and Physiology,38,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-496C,Exercise Science,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-496C,Health Promotion,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BMS-496C,Microbiology and Infectious Disease,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-496D,Anatomy and Physiology,2,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-498,Anatomy and Physiology,6,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-498,Behavioral and Cognitive Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-498,Cell and Molecular Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-500,Anatomy and Physiology,6,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BMS-501,Anatomy and Physiology,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BMS-521,Anatomy and Physiology,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
BMS-545,Behavioral and Cognitive Neuroscience,2,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BSPM-102,Anatomy and Physiology,7,A,Sophomore,Summer,Sophomore (Summer),Sophomore (Summer) | A
BSPM-102,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Summer,Sophomore (Summer),Sophomore (Summer) | A
BSPM-102,Exercise Science,9,B,Freshman,Summer,Freshman (Summer),Freshman (Summer) | B
BSPM-102,Health Promotion,5,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BSPM-102,Microbiology and Infectious Disease,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
BSPM-102,Other,1,B,Freshman,Spring,Freshman (Spring),Freshman (Spring) | B
BSPM-302,Environmental and Public Health,1,F,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | F
BSPM-302,Exercise Science,1,B-,Junior,Fall,Junior (Fall),Junior (Fall) | B-
BSPM-302,Microbiology and Infectious Disease,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BSPM-361,Behavioral and Cognitive Neuroscience,1,C+,Senior,Spring,Senior (Spring),Senior (Spring) | C+
BSPM-361,Microbiology and Infectious Disease,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BSPM-365,Behavioral and Cognitive Neuroscience,1,D,Senior,Fall,Senior (Fall),Senior (Fall) | D
BUS-100,Anatomy and Physiology,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BUS-100,Exercise Science,8,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-100,Health Promotion,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
BUS-100,Other,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-105,Anatomy and Physiology,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-105,Exercise Science,7,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-105,Health Promotion,1,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
BUS-150,Anatomy and Physiology,2,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
BUS-150,Behavioral and Cognitive Neuroscience,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-150,Cell and Molecular Neuroscience,1,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
BUS-150,Exercise Science,6,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BUS-150,Health Promotion,8,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-150,Microbiology and Infectious Disease,3,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
BUS-201,Anatomy and Physiology,1,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
BUS-201,Exercise Science,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-201,Health Promotion,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BUS-201,Other,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BUS-205,Behavioral and Cognitive Neuroscience,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BUS-205,Exercise Science,1,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
BUS-205,Health Promotion,21,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BUS-210,Exercise Science,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BUS-220,Anatomy and Physiology,9,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
BUS-220,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BUS-220,Environmental and Public Health,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BUS-220,Exercise Science,23,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BUS-220,Health Promotion,19,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BUS-220,Microbiology and Infectious Disease,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BUS-220,Other,1,A-,Sophomore,Summer,Sophomore (Summer),Sophomore (Summer) | A-
BUS-225,Health Promotion,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BUS-250,Anatomy and Physiology,1,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
BUS-250,Exercise Science,4,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
BUS-250,Health Promotion,1,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
BUS-260,Anatomy and Physiology,1,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
BUS-260,Exercise Science,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
BUS-260,Health Promotion,1,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
BUS-269,Health Promotion,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
BUS-300,Anatomy and Physiology,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
BUS-300,Health Promotion,2,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
BUS-361,Health Promotion,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
BUS-380A5,Anatomy and Physiology,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
BUS-405A,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BUS-405A,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BUS-479,Anatomy and Physiology,1,B-,Senior,Fall,Senior (Fall),Senior (Fall) | B-
BZ-101,Anatomy and Physiology,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BZ-101,Behavioral and Cognitive Neuroscience,1,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
BZ-101,Exercise Science,5,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
BZ-101,Health Promotion,5,C,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C
BZ-101,Other,1,C+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C+
BZ-104,Exercise Science,4,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
BZ-104,Health Promotion,1,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
BZ-110,Anatomy and Physiology,3,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
BZ-110,Behavioral and Cognitive Neuroscience,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
BZ-110,Environmental and Public Health,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
BZ-110,Exercise Science,22,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BZ-110,Health Promotion,24,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
BZ-110,Microbiology and Infectious Disease,4,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
BZ-120,Environmental and Public Health,1,B-,Freshman,Spring,Freshman (Spring),Freshman (Spring) | B-
BZ-120,Exercise Science,5,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
BZ-120,Health Promotion,4,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BZ-182A,Anatomy and Physiology,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
BZ-182A,Health Promotion,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
BZ-192,Anatomy and Physiology,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
BZ-192,Exercise Science,6,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
BZ-192,Microbiology and Infectious Disease,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
BZ-212,Anatomy and Physiology,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BZ-212,Cell and Molecular Neuroscience,1,B-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B-
BZ-212,Exercise Science,1,C+,Junior,Fall,Junior (Fall),Junior (Fall) | C+
BZ-212,Microbiology and Infectious Disease,3,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
BZ-214,Anatomy and Physiology,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
BZ-214,Cell and Molecular Neuroscience,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
BZ-214,Microbiology and Infectious Disease,3,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BZ-220,Anatomy and Physiology,18,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BZ-220,Cell and Molecular Neuroscience,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
BZ-220,Exercise Science,11,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
BZ-220,Health Promotion,3,C,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C
BZ-220,Microbiology and Infectious Disease,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BZ-220,Other,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
BZ-223,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BZ-223,Exercise Science,1,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
BZ-240,Other,1,C,Junior,Spring,Junior (Spring),Junior (Spring) | C
BZ-300,Anatomy and Physiology,2,D,Junior,Fall,Junior (Fall),Junior (Fall) | D
BZ-300,Exercise Science,1,F,Junior,Fall,Junior (Fall),Junior (Fall) | F
BZ-310,Anatomy and Physiology,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BZ-310,Environmental and Public Health,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BZ-310,Exercise Science,2,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
BZ-310,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BZ-310,Other,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BZ-311,Other,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BZ-333,Microbiology and Infectious Disease,1,B+,Senior,Summer,Senior (Summer),Senior (Summer) | B+
BZ-350,Anatomy and Physiology,11,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
BZ-350,Exercise Science,10,C,Senior,Fall,Senior (Fall),Senior (Fall) | C
BZ-350,Microbiology and Infectious Disease,7,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BZ-350,Other,1,C+,Senior,Spring,Senior (Spring),Senior (Spring) | C+
BZ-360,Behavioral and Cognitive Neuroscience,1,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
BZ-360,Microbiology and Infectious Disease,5,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BZ-360,Other,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BZ-384,Anatomy and Physiology,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BZ-384,Behavioral and Cognitive Neuroscience,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
BZ-384,Microbiology and Infectious Disease,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
BZ-418,Microbiology and Infectious Disease,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
BZ-420,Other,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
BZ-435A,Anatomy and Physiology,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
BZ-450,Anatomy and Physiology,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
BZ-475,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BZ-480A4,Microbiology and Infectious Disease,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
BZ-498,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
BZ-498,Microbiology and Infectious Disease,1,W,Junior,Fall,Junior (Fall),Junior (Fall) | W
BZ-541,Anatomy and Physiology,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
CBE-101,Exercise Science,1,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
CBE-101,Health Promotion,1,RD,Freshman,Spring,Freshman (Spring),Freshman (Spring) | RD
CBE-101,Microbiology and Infectious Disease,1,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
CBE-101A,Anatomy and Physiology,3,A-,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A-
CBE-101A,Exercise Science,2,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
CBE-101A,Health Promotion,1,F,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | F
CBE-101A,Microbiology and Infectious Disease,2,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
CBE-201,Exercise Science,1,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
CBE-201,Microbiology and Infectious Disease,1,B-,Junior,Fall,Junior (Fall),Junior (Fall) | B-
CBE-205,Exercise Science,1,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
CBE-205,Microbiology and Infectious Disease,1,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
CBE-210,Exercise Science,1,W,Senior,Spring,Senior (Spring),Senior (Spring) | W
CBE-210,Microbiology and Infectious Disease,1,W,Junior,Spring,Junior (Spring),Junior (Spring) | W
CBE-393,Exercise Science,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
CBE-393,Microbiology and Infectious Disease,1,B+,Junior,Spring,Junior (Spring),Junior (Spring) | B+
CHEM-103,Anatomy and Physiology,1,B,Freshman,Spring,Freshman (Spring),Freshman (Spring) | B
CHEM-103,Behavioral and Cognitive Neuroscience,1,C,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C
CHEM-103,Exercise Science,3,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
CHEM-103,Health Promotion,3,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
CHEM-105,Anatomy and Physiology,5,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
CHEM-105,Behavioral and Cognitive Neuroscience,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
CHEM-105,Cell and Molecular Neuroscience,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
CHEM-105,Exercise Science,6,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
CHEM-105,Health Promotion,9,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
CHEM-105,Microbiology and Infectious Disease,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
CHEM-105,Other,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
CHEM-107,Cell and Molecular Neuroscience,1,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
CHEM-107,Environmental and Public Health,2,B-,Freshman,Spring,Freshman (Spring),Freshman (Spring) | B-
CHEM-107,Exercise Science,54,D,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | D
CHEM-107,Health Promotion,132,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
CHEM-107,Other,7,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
CHEM-108,Health Promotion,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
CHEM-111,Anatomy and Physiology,455,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
CHEM-111,Behavioral and Cognitive Neuroscience,106,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
CHEM-111,Cell and Molecular Neuroscience,52,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
CHEM-111,Environmental and Public Health,46,F,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | F
